x,y,z,pos
-1.7844430379746836,15.752050632911393,-18.06172151898734,55
0.6418867924528301,11.506603773584906,-20.702509433962263,56
-3.0701111111111112,7.471481481481481,-21.521,57
0.8255106382978723,1.027340425531915,-23.802659574468084,58
-1.7027121212121212,-2.412848484848485,-23.49528787878788,59
-6.590880952380952,4.2833571428571435,-21.41411904761905,60
-10.198989583333333,1.6598333333333333,-21.39917708333333,61
-6.3007959183673465,-3.8194081632653063,-21.50616326530612,62
-11.36078048780488,-5.934841463414634,-16.685146341463415,63
-6.4555,-7.342333333333333,-13.789833333333334,64
-5.857489361702128,-9.519276595744682,-11.616574468085107,65
-2.234739130434783,-6.866869565217391,0.13895652173913042,68
-2.2946666666666666,-7.058333333333334,3.091666666666667,71
-19.198666666666668,1.5150000000000001,2.6862,77
-21.28317073170732,6.5139756097560975,3.316414634146341,80
-23.003486111111112,0.7247777777777777,6.389736111111111,81
-19.365766666666666,9.106766666666665,11.1763,82
-21.75022448979592,10.821795918367348,7.235530612244898,83
-25.252315789473684,7.9012280701754385,6.620578947368421,84
-25.126475,7.21905,11.791075,85
-25.902529411764707,2.825161764705882,8.635985294117646,86
-20.901157894736844,1.9042631578947367,12.454657894736842,87
-21.53181818181818,4.63274025974026,15.91038961038961,88
-15.196935483870968,8.341451612903224,12.919516129032258,89
-15.804617647058823,4.530117647058823,18.731617647058822,90
-19.747285714285713,-0.6844395604395604,16.300868131868132,91
-12.560488636363637,-1.4348522727272728,21.951568181818182,92
-16.195521739130434,-6.281304347826087,15.129,93
-14.48861797752809,-7.919550561797753,21.38238202247191,94
-12.73213888888889,-11.792722222222222,18.200222222222223,95
-11.676581395348837,-15.330418604651163,18.268418604651163,96
-5.843871428571428,-18.30822857142857,16.85375714285714,97
-11.2844,-19.21324705882353,14.278564705882351,98
-12.240466666666666,-13.7193,12.12355,99
-4.879777777777778,-15.910266666666667,12.20348888888889,100
-5.69616,-15.555719999999999,8.24226,101
-0.20039534883720933,-15.751383720930232,4.395174418604651,102
2.160242718446602,-9.14747572815534,5.435213592233009,103
-1.3963999999999999,-11.99576,10.9498,104
2.4372280701754385,-7.505210526315789,10.669824561403509,105
-1.113829268292683,-2.8269512195121953,14.328414634146343,106
0.786027397260274,-11.444534246575342,15.187465753424657,108
1.1954851485148514,-6.890336633663366,18.05057425742574,109
-3.35566,-3.0092000000000003,19.70606,110
-6.378028985507246,-12.558202898550723,20.582608695652176,111
-6.646037037037036,-9.875432098765431,25.040419753086418,112
-7.062298245614035,-4.778070175438597,23.684877192982455,113
-7.5062500000000005,-3.032083333333333,20.05541666666667,114
-5.821,-1.826576923076923,17.059115384615385,115
-11.01375,3.12725,18.842875,116
-10.41192,7.638013333333333,15.733106666666666,118
-6.558364705882353,1.434364705882353,17.018223529411763,119
-4.1428125,3.4634375,12.5081875,122
-3.367272727272727,-0.10427272727272728,11.757181818181818,123
-0.610875,3.3699166666666667,9.963375000000001,126
2.9967727272727274,-1.8154318181818183,10.684954545454545,127
-0.13159090909090912,-5.142772727272727,2.447363636363636,128
-2.492826086956522,-10.536,2.8756521739130436,130
-10.2535,-11.240375,10.7555,131
-11.731000000000002,-11.308472222222223,7.966833333333333,134
-14.29022,-8.733780000000001,11.47126,135
-18.041076923076925,-9.161200000000001,9.138507692307693,138
-20.156025,-4.11445,9.83395,139
-21.142854166666666,-2.6277916666666665,4.0324583333333335,140
-21.8014,-7.623714285714286,4.676657142857143,141
-19.628444444444444,-9.539,2.0945555555555555,142
-18.0429,-10.647450000000001,-0.7858499999999999,143
-22.256352,-10.641152,-3.09648,144
-23.800131147540984,-4.300426229508197,0.4815901639344262,145
-19.522514285714287,-6.100028571428571,-6.698514285714286,147
-23.759352941176473,-2.4491176470588236,-3.9868039215686273,148
-21.025723404255316,2.3379574468085105,-0.5676170212765957,149
-21.9664,-1.5673142857142857,-9.5835,151
-24.491342105263158,4.448144736842106,-4.638144736842105,152
-20.7486875,7.95125,-6.61246875,153
-20.3645,6.123785714285715,-11.261892857142856,154
-15.998035714285715,3.6182142857142856,-11.642607142857143,155
-21.509009615384613,1.1618461538461538,-13.088028846153845,156
-16.241244897959184,-1.4426530612244897,-13.680163265306122,157
-17.437202380952378,-8.631821428571428,-10.993678571428571,159
-17.795727272727273,-8.439545454545454,-5.065818181818182,160
-16.78562711864407,-11.473067796610168,-5.162322033898305,161
-11.20139655172414,-14.770758620689655,-5.054,162
-15.145950495049505,-12.893772277227722,3.4629504950495047,163
-9.348142857142857,-14.679428571428572,4.162999999999999,164
-4.907615384615385,-15.822046153846154,1.8291846153846154,165
-9.317505882352942,-16.980411764705885,-0.5861529411764705,166
-6.8227,-10.7204,-7.0685,167
-3.032978260869565,-11.51667391304348,-1.6876304347826088,168
-6.2106557377049185,-17.41516393442623,-5.791049180327869,169
-4.887659574468085,-12.55863829787234,-11.270510638297873,170
-7.309,-17.372229166666667,-12.6608125,171
-3.338810810810811,-15.897648648648648,-15.921216216216218,172
-7.9117444444444445,-13.429688888888888,-18.532655555555557,173
-9.754253521126762,-13.37343661971831,-13.629901408450703,174
-13.664756756756757,-10.120662162162162,-16.098891891891892,175
-13.15028409090909,-14.98039772727273,-9.388613636363637,176
-8.540125,-10.2855,-7.70575,177
-8.126909090909091,-8.854000000000001,-13.035727272727273,178
-12.523975,-0.6639,-17.758275,180
-10.591703703703704,5.0130740740740745,-16.169925925925924,182
-13.016846153846153,3.3905641025641025,-13.560384615384615,183
-12.929827586206896,8.495586206896553,-12.786413793103447,186
-14.598,5.510571428571429,-9.823142857142857,187
-12.770515151515152,14.810454545454546,-9.404484848484849,189
-16.87849333333333,10.285466666666666,-8.573453333333333,190
-9.055391304347825,14.31095652173913,-0.32782608695652177,192
-11.347,16.902031746031746,-4.10047619047619,193
-15.814,14.436947368421054,-5.002947368421053,194
-19.295561904761907,16.707733333333334,-1.6986476190476192,195
-19.858971014492752,10.216159420289854,-1.8793623188405795,196
-18.74692307692308,13.841461538461537,2.0181538461538464,197
-19.203764705882353,14.64443137254902,5.86978431372549,198
-13.340979381443299,19.240082474226803,5.160680412371134,199
-13.922542372881358,15.323830508474575,9.221593220338983,200
-14.92115,11.1591,8.80875,201
-12.27995918367347,16.06961224489796,1.636795918367347,202
-8.044880434782609,16.174565217391304,6.197641304347826,203
-9.626578947368422,10.76761403508772,10.516315789473683,204
-6.111851063829787,14.321170212765958,1.690531914893617,206
-4.240753623188406,12.040840579710144,8.722304347826087,207
-5.03312,7.02612,10.32636,208
0.7099868421052632,12.334631578947368,5.968171052631579,210
0.63675,7.86125,8.49934375,211
4.378066666666667,5.786066666666667,5.519266666666667,212
4.991781818181818,3.7493090909090907,8.254781818181817,213
5.113212765957447,-2.393191489361702,3.4664468085106384,214
8.831510638297873,2.77,1.6464255319148937,216
10.945,-0.2687794117647059,-1.2497647058823529,217
7.7564426229508205,7.776672131147541,1.1243934426229507,220
13.227266666666667,6.086416666666667,-3.573383333333333,221
12.6620625,9.473625,-6.556166666666667,222
10.363244444444444,11.83157777777778,-1.467,223
12.221039215686275,15.386333333333333,-3.757313725490196,224
13.198180327868851,16.937360655737706,0.4963934426229508,225
8.577464285714287,18.55035714285714,1.2811428571428571,226
7.764307692307693,16.866846153846154,-2.3749846153846152,227
0.4309411764705882,15.37992156862745,2.748705882352941,228
4.1711,11.61545,1.4861,229
0.22820000000000001,-2.7946999999999997,0.8606,232
2.431736842105263,-2.599684210526316,-0.05831578947368423,233
-0.09846666666666667,-3.9950666666666668,-1.2191333333333332,234
0.5368936170212766,-8.291893617021277,-2.1555744680851063,235
1.6970303030303031,-11.515333333333333,-4.799696969696969,236
-0.7191666666666667,-16.57748611111111,-5.256916666666666,237
-0.5927368421052632,-17.119543859649124,-10.82201754385965,238
4.257318181818182,-12.490454545454547,-8.742772727272728,239
5.019217391304348,-4.023521739130435,-1.6645652173913041,241
4.32575,20.784681818181816,-5.870204545454545,249
5.672362637362638,23.14001098901099,-2.0137252747252745,250
2.7544358974358976,19.316641025641026,2.0903846153846155,251
-0.614576923076923,23.20031730769231,-0.6375,252
-3.0723870967741935,17.57190322580645,-0.9307096774193548,253
-1.8555576923076924,19.399326923076924,-7.829653846153846,254
0.9429464285714285,17.67469642857143,-13.299964285714285,255
-1.31204,-9.95968,-15.12088,262
2.451974358974359,-12.75125641025641,-15.441435897435898,263
5.436117647058824,-12.875941176470588,-13.879000000000001,264
8.138598214285715,-15.311776785714287,-14.414660714285715,265
9.88053488372093,-11.271465116279069,-12.195465116279069,266
13.440396551724138,-11.471293103448277,-7.762482758620689,267
8.075423076923077,-8.531288461538463,-3.1236346153846153,268
14.056204545454545,-6.367181818181819,-4.4281250000000005,269
14.567875,-8.1557,-11.7668625,270
6.279545454545455,-10.871727272727272,-6.517545454545455,271
10.882214285714285,-2.909535714285714,-3.7673928571428568,272
16.299761061946903,-2.5415486725663716,-9.587353982300886,273
13.408800000000001,-3.4663,-13.8957,274
12.474777777777778,4.111962962962963,-8.34751851851852,276
14.312359999999998,3.651893333333333,-13.058133333333334,277
13.04258695652174,9.611760869565218,-10.915282608695652,280
11.815825,9.3255,-15.8135,281
5.259052631578947,13.000526315789473,-14.466157894736844,282
10.800047619047618,15.184952380952382,-9.769380952380953,283
14.116347826086958,14.012034782608696,-15.277321739130436,284
9.087127659574469,15.134031914893617,-17.409723404255317,285
5.444376811594203,19.20353623188406,-12.44776811594203,286
